Epoch,TrainError,TrainAcc,TestAcc
1,0,030140,0,9610,0,9566
2,0,013892,0,9732,0,9661
3,0,010776,0,9771,0,9714
4,0,008868,0,9840,0,9749
5,0,007806,0,9823,0,9717
6,0,006757,0,9860,0,9756
7,0,006074,0,9869,0,9761
8,0,005442,0,9878,0,9739
9,0,004934,0,9895,0,9744
10,0,004582,0,9918,0,9779
11,0,004079,0,9922,0,9785
12,0,003838,0,9930,0,9767
13,0,003490,0,9931,0,9768
14,0,003227,0,9940,0,9803
15,0,002878,0,9941,0,9796
16,0,002753,0,9940,0,9780
17,0,002528,0,9945,0,9790
18,0,002344,0,9953,0,9789
19,0,002111,0,9954,0,9782
20,0,001935,0,9955,0,9799
21,0,001766,0,9958,0,9795
22,0,001630,0,9959,0,9805
23,0,001512,0,9960,0,9793
24,0,001396,0,9960,0,9803
25,0,001289,0,9962,0,9809
26,0,001231,0,9962,0,9801
27,0,001165,0,9963,0,9807
28,0,001121,0,9963,0,9802
29,0,001096,0,9964,0,9802
30,0,001084,0,9964,0,9808
